case,family,corrected,plane,N,f_pos,meanQ_pos,f_strong,Q_p99,Q_max
CS_400_8,CS,False,GVStart,41137,0.7961688990446557,2521.4779452562534,0.7898728638452002,22133.909979999997,29811.7422
CS_400_8,CS,False,RDTStart,2545,0.0518664047151277,3.821608086709091,0.0,7.011672934799994,20.2436657
CS_450_6,CS,False,Bend00,8740,0.7966819221967963,94.51421225184467,0.7601830663615561,325.65900601000004,1758.71777
CS_450_6,CS,False,Bend30,8614,0.774320872997446,87.1630766331996,0.6458091478987694,651.9195254000059,2220.85352
CS_450_6,CS,False,Bend45,8591,0.7620765917820975,78.38343621350872,0.6304271912466535,556.5644041000043,2008.68872
CS_450_6,CS,False,Bend60,8614,0.7713025307638728,72.2167337702046,0.6066867889482238,538.9661449000005,1090.41516
CS_450_6,CS,False,Bend90,8740,0.7838672768878718,44.89426039920243,0.5472540045766591,171.3528589800001,213.33197
CS_450_6,CS,False,BendEnd,8740,0.7838672768878718,44.89426039920243,0.5472540045766591,171.3528589800001,213.33197
CS_450_6,CS,False,BendStart,8740,0.7842105263157895,91.57722599123835,0.7477116704805492,277.79301312000047,1758.71777
CS_450_6,CS,False,ConeEnd,8456,0.7745979186376537,48.965174115212236,0.6908703878902555,108.08289010000024,245.041779
CS_450_6,CS,False,GVEnd,8449,0.3447745295301219,2328.732326638387,0.33897502663037044,9190.095625200003,24518.5313
CS_450_6,CS,False,GVEnd z680,54433,0.34670144948836185,3227.8071873324297,0.341575882277295,15228.134912000001,42573.4375
CS_450_6,CS,False,GVEnd2,8449,0.39046040951591904,466.2584833161297,0.36051603740087584,1724.2567648000004,6452.43066
CS_450_6,CS,False,GVEnd3,8546,0.5183711677978001,214.22659384206227,0.4576410016381933,735.0953431499988,985.116699
CS_450_6,CS,False,GVEnd4,8620,0.832598607888631,69.87325956120718,0.6004640371229698,331.71935971999864,480.054688
CS_450_6,CS,False,GVEnd5,8460,0.8163120567375887,77.71290930814398,0.6859338061465721,254.38143868,286.990448
CS_450_6,CS,False,GVEnd6,8449,0.8195052668954906,89.11649316984618,0.7806841046277666,270.10796396000006,299.065002
CS_450_6,CS,False,GVStart,41965,0.7660669605623734,2661.8271885708455,0.7553437388299774,22144.414752000008,28224.3574
CS_450_6,CS,False,RDTStart,2545,0.04361493123772102,4.943105961532252,0.0007858546168958742,8.174620247199964,23.7371254
CS_450_6,CS,True,Bend00,8740,0.825858123569794,78.11876345673626,0.7345537757437071,251.53993481000015,275.936981
CS_450_6,CS,True,Bend30,8614,0.798815881123752,76.79157645989304,0.7217320640817274,444.51412897000006,1186.33984
CS_450_6,CS,True,Bend45,8591,0.8248166686066815,79.71804730331316,0.7435688511232685,689.599035500001,1627.48218
CS_450_6,CS,True,Bend60,8614,0.8426979335964708,75.42229005795454,0.7823310889250058,571.1580033200036,1280.71326
CS_450_6,CS,True,Bend90,8740,0.8061784897025172,50.29883722427363,0.769908466819222,84.00895653700005,159.088486
CS_450_6,CS,True,BendEnd,8740,0.8061784897025172,50.29883722427363,0.769908466819222,84.00895653700005,159.088486
CS_450_6,CS,True,BendStart,8740,0.8315789473684211,78.50723941665638,0.7402745995423341,251.53993481000015,275.936981
CS_450_6,CS,True,ConeEnd,8456,0.7479895931882686,49.2163846240861,0.6876773888363292,102.72669805000004,106.206268
CS_450_6,CS,True,GVEnd,8449,0.39211741034441944,1157.627091855332,0.381701976565274,5436.529392400017,11693.4854
CS_450_6,CS,True,GVEnd z680,54433,0.378630610107839,2305.33329987906,0.37192511895357594,10846.01236,15993.2705
CS_450_6,CS,True,GVEnd2,8449,0.49130074565037285,463.4459735158133,0.4669191620310096,2249.941251200003,5934.68213
CS_450_6,CS,True,GVEnd3,8546,0.677743973788907,185.0950352648546,0.6041422887900773,765.7350523999994,1024.73132
CS_450_6,CS,True,GVEnd4,8620,0.760092807424594,102.80417460652924,0.6064965197215777,490.53882186999994,630.546692
CS_450_6,CS,True,GVEnd5,8460,0.8466903073286052,77.81495015877356,0.6760047281323877,269.33774818999996,303.898773
CS_450_6,CS,True,GVEnd6,8449,0.8546573559001065,83.42504796636955,0.7488460172801515,230.20305080000006,253.805328
CS_450_6,CS,True,GVStart,41965,0.6428928869295841,2975.870860180677,0.637960204932682,18339.845760000004,28458.873
CS_450_6,CS,True,RDTStart,2545,0.6695481335952849,0.39257162738387086,0.0,5.624835434799999,11.8509398
CS_450_8,CS,False,Bend00,8740,0.8641876430205949,63.05485626698889,0.6903890160183066,597.9525931000042,1933.42517
CS_450_8,CS,False,Bend30,8614,0.803691664731832,49.94923749925093,0.4813094961690272,616.1478385100029,1879.02356
CS_450_8,CS,False,Bend45,8591,0.6633686416016762,60.210480716810096,0.3784192759864975,751.8271847,2010.82178
CS_450_8,CS,False,Bend60,8614,0.4912932435570002,83.54195424506848,0.311934060831205,832.8747864800121,2272.75
CS_450_8,CS,False,Bend90,8740,0.721395881006865,31.581637851697423,0.29347826086956524,224.1468549000002,438.488098
CS_450_8,CS,False,BendEnd,8740,0.721395881006865,31.581637851697423,0.29347826086956524,224.1468549000002,438.488098
CS_450_8,CS,False,BendStart,8740,0.8602974828375286,58.385958519939834,0.688558352402746,479.5626192900003,1933.42517
CS_450_8,CS,False,ConeEnd,8456,0.711329233680227,36.29188358225894,0.47871333964049195,118.33488975000039,231.466492
CS_450_8,CS,False,GVEnd,8449,0.4344892886732158,1843.09293132736,0.4288081429755001,9827.219258400059,24459.293
CS_450_8,CS,False,GVEnd z680,62617,0.4078604851717585,2809.4277042152853,0.4012488621300925,15933.839935999944,36574.0039
CS_450_8,CS,False,GVEnd2,8449,0.5367499112320985,635.6073004504328,0.4968635341460528,3438.631955200002,15636.5557
CS_450_8,CS,False,GVEnd3,8546,0.512871518839223,122.68624978367507,0.4178563070442312,566.6031187999954,1317.16199
CS_450_8,CS,False,GVEnd4,8620,0.6296983758700696,74.66406836184385,0.4330626450116009,421.01790830999977,605.813538
CS_450_8,CS,False,GVEnd5,8460,0.7947990543735225,43.87029436649062,0.4892434988179669,159.80796775,187.370941
CS_450_8,CS,False,GVEnd6,8449,0.8197419812995621,45.69210453118614,0.5992425139069713,153.75862748000011,176.466553
CS_450_8,CS,False,GVStart,44993,0.6184739848420866,3162.6755776622203,0.6132509501478007,19708.79498000001,25621.0156
CS_450_8,CS,False,RDTStart,2545,0.05893909626719057,2.3805615530524666,0.0,4.1233835224,18.9383926
CS_500_6,CS,False,Bend00,8740,0.8494279176201373,57.99381110910704,0.42276887871853547,747.0978401300056,2664.86743
CS_500_6,CS,False,Bend30,8614,0.4669143255166009,80.47434332161478,0.1691432551660088,867.0020422600015,3072.27539
CS_500_6,CS,False,Bend45,8591,0.49749738098009544,90.13656552187771,0.13188220230473752,1009.3938710000102,2760.07715
CS_500_6,CS,False,Bend60,8614,0.4811934060831205,89.37977685042439,0.15056884142094265,931.61691324,1946.89539
CS_500_6,CS,False,Bend90,8740,0.6052631578947368,22.961310004834008,0.19805491990846683,135.78013868000008,177.722931
CS_500_6,CS,False,BendEnd,8740,0.6052631578947368,22.961310004834008,0.19805491990846683,135.78013868000008,177.722931
CS_500_6,CS,False,BendStart,8740,0.8496567505720823,52.67306070102965,0.4225400457665904,635.5054625400004,2664.86743
CS_500_6,CS,False,ConeEnd,8456,0.7252838221381268,18.70755789977629,0.28938032166508987,46.48925324500002,108.658493
CS_500_6,CS,False,GVEnd,8449,0.43389750266303706,3505.7599876677746,0.4291632145816073,16260.767796000095,23368.0859
CS_500_6,CS,False,GVEnd z680,51277,0.3829202176414377,11044.189548557282,0.3782007527741483,74730.41968399995,250491.109
CS_500_6,CS,False,GVEnd2,8449,0.4910640312463013,595.6652157140948,0.4678660196472955,3509.351532000002,6814.04248
CS_500_6,CS,False,GVEnd3,8546,0.5948981979873625,88.09079642695463,0.4935642405803885,315.4754975499997,433.581604
CS_500_6,CS,False,GVEnd4,8620,0.7206496519721578,36.10665474475758,0.36960556844547565,187.33451228999962,242.626434
CS_500_6,CS,False,GVEnd5,8460,0.7053191489361702,24.917117884847368,0.3229314420803783,83.784357155,96.0784912
CS_500_6,CS,False,GVEnd6,8449,0.8656645756894307,19.696627522466372,0.3051248668481477,79.68249085600007,88.7361755
CS_500_6,CS,False,GVStart,40147,0.506314294966,3607.425394654578,0.4967743542481381,18726.385370000007,30057.418
CS_500_6,CS,False,RDTStart,2545,0.4483300589390963,0.68788317658761,0.0007858546168958742,5.998043556,25.4351749
CS_500_6,CS,True,Bend00,8740,0.8839816933638444,52.388160757846634,0.46212814645308925,603.253784,2761.88379
CS_500_6,CS,True,Bend30,8614,0.4842117483166938,74.40872435272824,0.1644996517297423,910.2521356700123,2994.72656
CS_500_6,CS,True,Bend45,8591,0.4817832615527878,83.73770051402414,0.1757653358165522,1034.687174000003,2857.31812
CS_500_6,CS,True,Bend60,8614,0.4089853726491758,98.31223840873336,0.16624100301834224,992.1977703800092,2758.71899
CS_500_6,CS,True,Bend90,8740,0.5845537757437071,18.732458679494723,0.12208237986270024,144.00618847000013,233.100342
CS_500_6,CS,True,BendEnd,8740,0.5845537757437071,18.732458679494723,0.12208237986270024,144.00618847000013,233.100342
CS_500_6,CS,True,BendStart,8740,0.8864988558352402,46.59401542524233,0.46498855835240277,489.21469523000104,2761.88379
CS_500_6,CS,True,ConeEnd,8456,0.7444418164616841,15.38312379476845,0.1544465468306528,39.60038452500001,41.9059181
CS_500_6,CS,True,GVEnd,8449,0.4117647058823529,2661.4968769378484,0.40265120132560067,12745.650068000012,27099.9297
CS_500_6,CS,True,GVEnd z680,51277,0.4055619478518634,10892.36664609604,0.39967236772822123,84659.37221599984,183723.281
CS_500_6,CS,True,GVEnd2,8449,0.39483962599124156,567.9021185479812,0.3768493312818085,2806.3455268000093,5924.979
CS_500_6,CS,True,GVEnd3,8546,0.5677509946173649,130.5895705076087,0.4737889070910367,763.2862056499987,1532.56213
CS_500_6,CS,True,GVEnd4,8620,0.660092807424594,53.8516343537901,0.47076566125290026,201.71466920999922,254.505142
CS_500_6,CS,True,GVEnd5,8460,0.7796690307328605,49.12707645291688,0.5923167848699764,254.15621763999994,300.398315
CS_500_6,CS,True,GVEnd6,8449,0.7968990413066636,31.684067244172397,0.4656172328086164,109.57807380000003,129.975662
CS_500_6,CS,True,GVStart,40147,0.5965078337111117,3074.8323736196917,0.5918748598899046,18417.843306000002,28921.8242
CS_500_6,CS,True,RDTStart,2545,0.7068762278978389,0.9052254833259116,0.0,4.169600141599993,18.1156979
CS_500_8,CS,False,Bend00,8740,0.5725400457665903,103.67597306514702,0.23546910755148742,935.5474419400002,3121.2085
CS_500_8,CS,False,Bend30,8614,0.3699791037845368,103.2805874288753,0.13396795913628975,1005.8864424000027,2795.66016
CS_500_8,CS,False,Bend45,8591,0.30834594342917004,139.2378219488926,0.15737399604236993,1044.580028,2672.99902
CS_500_8,CS,False,Bend60,8614,0.24773624332482005,183.69759377101767,0.1692593452519155,1106.9093837000098,2635.35889
CS_500_8,CS,False,Bend90,8740,0.3049199084668192,33.65941975100205,0.15148741418764303,155.47570924000019,197.4505
CS_500_8,CS,False,BendEnd,8740,0.3049199084668192,33.65941975100205,0.15148741418764303,155.47570924000019,197.4505
CS_500_8,CS,False,BendStart,8740,0.5725400457665903,93.74068623687761,0.23546910755148742,828.1217717700024,3121.2085
CS_500_8,CS,False,ConeEnd,8456,0.6995033112582781,11.950811094923928,0.12239829706717124,61.09614659500014,87.3372192
CS_500_8,CS,False,GVEnd,8449,0.41886613800449757,2520.3060371282068,0.4118830630843887,15614.27457600001,29675.3672
CS_500_8,CS,False,GVEnd z680,61321,0.42160108282643793,11673.218039949856,0.4153878769100308,78896.30628000009,228267.906
CS_500_8,CS,False,GVEnd2,8449,0.4254941413184992,1001.4885636604579,0.4118830630843887,3904.5826760000014,6097.76465
CS_500_8,CS,False,GVEnd3,8546,0.4494500351041423,229.01054632487524,0.3652000936110461,1287.9560679999993,2798.95166
CS_500_8,CS,False,GVEnd4,8620,0.5482598607888631,50.780015111854695,0.3167053364269142,296.77657004,381.278259
CS_500_8,CS,False,GVEnd5,8460,0.5118203309692672,34.486615799341,0.2674940898345154,159.4995503499999,230.099487
CS_500_8,CS,False,GVEnd6,8449,0.7012664220617825,18.992767177502724,0.20546810273405136,98.12495421600026,126.977089
CS_500_8,CS,False,GVStart,41897,0.5452419027615343,3465.175645344488,0.5343580685967969,18395.518636,25267.4277
CS_500_8,CS,False,RDTStart,2545,0.6322200392927309,0.4383611683776551,0.0,3.7102248391999937,12.1859283
CS_500_8,CS,True,Bend00,8740,0.7255148741418764,72.49952520413763,0.37734553775743707,766.4527969000053,2272.06982
CS_500_8,CS,True,Bend30,8614,0.4035291386115626,88.83627410096263,0.14615741815648944,834.2203573400054,2551.15356
CS_500_8,CS,True,Bend45,8591,0.3954138051449191,113.38178309654884,0.165754859736934,1058.300937,2607.59912
CS_500_8,CS,True,Bend60,8614,0.3546552124448572,121.14014307554783,0.15126538193638264,994.48617651,2464.95581
CS_500_8,CS,True,Bend90,8740,0.46098398169336385,23.34350493318234,0.12837528604118992,173.9167545400001,223.43634
CS_500_8,CS,True,BendEnd,8740,0.46098398169336385,23.34350493318234,0.12837528604118992,173.9167545400001,223.43634
CS_500_8,CS,True,BendStart,8740,0.7255148741418764,68.09433942245902,0.37734553775743707,674.4632275400039,2272.06982
CS_500_8,CS,True,ConeEnd,8456,0.7316698202459792,10.738564487654664,0.11766792809839167,37.85966989000006,40.029068
CS_500_8,CS,True,GVEnd,8449,0.45094093975618416,2997.8854238129584,0.4434844360279323,20128.175604000036,34093.5156
CS_500_8,CS,True,GVEnd z680,61321,0.4316139658518289,8265.095901171122,0.4242918412941733,64125.418740000096,220821.375
CS_500_8,CS,True,GVEnd2,8449,0.5239673334122381,988.2862306330345,0.4931944608829447,5414.855020800001,11905.9961
CS_500_8,CS,True,GVEnd3,8546,0.47320383805289024,124.56281402906693,0.38111397144863096,571.6600097999965,1822.00537
CS_500_8,CS,True,GVEnd4,8620,0.6004640371229698,48.37934702589745,0.3566125290023202,322.5045741699997,570.51886
CS_500_8,CS,True,GVEnd5,8460,0.5981087470449172,30.998256472206865,0.26607565011820333,180.05379834,227.407318
CS_500_8,CS,True,GVEnd6,8449,0.6758196236240975,24.263235969406722,0.28393892768374956,105.27171896000014,123.963348
CS_500_8,CS,True,GVStart,41897,0.5800892665345968,3241.461004886428,0.5747666897391221,18300.202264000025,28183.5156
CS_500_8,CS,True,RDTStart,2545,0.6542239685658153,0.43482828663001977,0.0,4.204953516399997,11.2866507
Straight,ref,False,Bend00,8740,0.2665903890160183,217.51361481033373,0.18581235697940504,933.6301328100055,3388.89624
Straight,ref,False,Bend30,8614,0.1685628047364755,302.5578474604635,0.13048525655908985,1350.0818133,3740.75024
Straight,ref,False,Bend45,8585,0.22574257425742575,270.8152619514399,0.18124635993011065,1390.327635999999,3359.50708
Straight,ref,False,Bend60,8614,0.2569073601114465,240.25626480366304,0.2103552356628744,1188.5827218000013,2758.68823
Straight,ref,False,Bend90,8740,0.24073226544622425,93.33217916986312,0.18249427917620137,315.3124647500019,447.123291
Straight,ref,False,BendEnd,8740,0.24073226544622425,93.33217916986312,0.18249427917620137,315.3124647500019,447.123291
Straight,ref,False,BendStart,8740,0.2665903890160183,190.65731205645795,0.18581235697940504,798.2317018900001,3388.89624
Straight,ref,False,ConeEnd,8456,0.3140964995269631,85.844049478845,0.20399716177861874,511.6470141000003,860.022827
Straight,ref,False,GVEnd,8449,0.017043437093147117,0.03206412596590069,0.0,0.024376308168000054,0.0775867701
Straight,ref,False,GVEnd z680,8449,0.028879157296721504,0.045752158136413944,0.0,0.058468139932000014,0.116682351
Straight,ref,False,GVEnd2,8449,0.0013019292223931827,0.16210928693636362,0.0,-0.12348630056,0.461742908
Straight,ref,False,GVEnd3,8449,0.002840572848857853,0.19596498597129167,0.0,-0.12728695055999872,0.829168141
Straight,ref,False,GVEnd4,8449,0.0024855012427506215,0.1440948315782857,0.0,-0.14076860339999897,0.508445263
Straight,ref,False,GVEnd5,8598,0.0033728774133519423,0.15300495125896554,0.0,-0.11738653888999992,0.465860963
Straight,ref,False,GVEnd6,8602,0.004301325273192281,0.2026816830581081,0.0,-0.15165823580000046,0.846969962
Straight,ref,False,GVStart,8449,0.328086164043082,0.008034891267786205,0.0,0.045902493344000005,0.621832609
Straight,ref,False,RDTStart,8449,0.48348917031601374,0.028309653510547955,0.0,0.13321562904000003,0.671502948
NoGV,ref,False,Bend00,8740,0.7805491990846682,1126.5361287853439,0.7784897025171624,1716.4700474,1753.75244
NoGV,ref,False,Bend30,8614,0.7765265846296726,896.1602446106946,0.7716508010215928,2304.553369500001,2411.37036
NoGV,ref,False,Bend45,8591,0.6645326504481434,867.4135132205189,0.6523105575602375,2198.207347,2310.04785
NoGV,ref,False,Bend60,8614,0.6199210587415834,884.0021610818189,0.612839563501277,2062.024502400003,4714.25439
NoGV,ref,False,Bend90,8740,0.6639588100686499,690.9343205961999,0.6562929061784897,1741.1120468000017,1811.94885
NoGV,ref,False,BendEnd,8740,0.6639588100686499,690.9343205961999,0.6562929061784897,1741.1120468000017,1811.94885
NoGV,ref,False,BendStart,8740,0.7805491990846682,1126.5361282722597,0.7784897025171624,1716.4700942000002,1753.75256
NoGV,ref,False,ConeEnd,8456,0.7706953642384106,515.6782131903174,0.7607615894039735,955.2507477000007,1151.21448
NoGV,ref,False,GVEnd,8449,0.4386317907444668,920.4061453963243,0.41318499230678185,3057.7909156000005,3252.79541
NoGV,ref,False,GVEnd z680,9361,0.49930562974041237,978.7969060660263,0.47388099562012603,3107.658689999999,3342.26929
NoGV,ref,False,GVEnd2,8449,0.530476979524204,834.4814302280098,0.5104746123801633,2726.121602,2879.22412
NoGV,ref,False,GVEnd3,8546,0.6392464310788674,793.5509785363046,0.6273110227006787,2395.6581279999996,2502.58472
NoGV,ref,False,GVEnd4,8620,0.7076566125290024,868.2279682322796,0.7031322505800464,2103.9291903,2175.24512
NoGV,ref,False,GVEnd5,8460,0.7365248226950355,964.1708344317419,0.7322695035460993,1850.3153270999999,1890.03247
NoGV,ref,False,GVEnd6,8449,0.7469523020475796,1045.1658485168475,0.7443484436027932,1612.790946,1631.23608
NoGV,ref,False,GVStart,9361,0.631983762418545,2602.9993794497673,0.6271765836983229,6747.1084,8504.97461
NoGV,ref,False,RDTStart,2545,0.4447937131630648,0.35477041056742536,0.0,3.9688181011999966,10.3214359
